img1,img2,cos
20251020_215553.jpg,20251020_215558.jpg,0.6226067543029785
20251020_215553.jpg,20251020_215602.jpg,0.7120633125305176
20251020_215553.jpg,20251020_215605.jpg,0.7031535506248474
20251020_215553.jpg,20251020_215608.jpg,0.5499444007873535
20251020_215553.jpg,20251020_215612.jpg,0.7174277305603027
20251020_215553.jpg,20251020_215615.jpg,0.6731206178665161
20251020_215553.jpg,20251020_215619.jpg,0.5785190463066101
20251020_215553.jpg,20251020_215624.jpg,0.6610693335533142
20251020_215553.jpg,20251020_215631.jpg,0.503606379032135
20251020_215558.jpg,20251020_215602.jpg,0.6658326387405396
20251020_215558.jpg,20251020_215605.jpg,0.5824536085128784
20251020_215558.jpg,20251020_215608.jpg,0.7751231789588928
20251020_215558.jpg,20251020_215612.jpg,0.6454526782035828
20251020_215558.jpg,20251020_215615.jpg,0.6908684968948364
20251020_215558.jpg,20251020_215619.jpg,0.46013614535331726
20251020_215558.jpg,20251020_215624.jpg,0.5559716820716858
20251020_215558.jpg,20251020_215631.jpg,0.4107275605201721
20251020_215602.jpg,20251020_215605.jpg,0.7658604383468628
20251020_215602.jpg,20251020_215608.jpg,0.5660595297813416
20251020_215602.jpg,20251020_215612.jpg,0.7200758457183838
20251020_215602.jpg,20251020_215615.jpg,0.8075775504112244
20251020_215602.jpg,20251020_215619.jpg,0.5641326904296875
20251020_215602.jpg,20251020_215624.jpg,0.7693894505500793
20251020_215602.jpg,20251020_215631.jpg,0.6256284713745117
20251020_215605.jpg,20251020_215608.jpg,0.5515317916870117
20251020_215605.jpg,20251020_215612.jpg,0.6142551898956299
20251020_215605.jpg,20251020_215615.jpg,0.6983121633529663
20251020_215605.jpg,20251020_215619.jpg,0.5699348449707031
20251020_215605.jpg,20251020_215624.jpg,0.7359127402305603
20251020_215605.jpg,20251020_215631.jpg,0.6336010098457336
20251020_215608.jpg,20251020_215612.jpg,0.5304124355316162
20251020_215608.jpg,20251020_215615.jpg,0.5685386657714844
20251020_215608.jpg,20251020_215619.jpg,0.33711129426956177
20251020_215608.jpg,20251020_215624.jpg,0.41289979219436646
20251020_215608.jpg,20251020_215631.jpg,0.3500969409942627
20251020_215612.jpg,20251020_215615.jpg,0.685890257358551
20251020_215612.jpg,20251020_215619.jpg,0.602824866771698
20251020_215612.jpg,20251020_215624.jpg,0.6962147355079651
20251020_215612.jpg,20251020_215631.jpg,0.4943757951259613
20251020_215615.jpg,20251020_215619.jpg,0.56317138671875
20251020_215615.jpg,20251020_215624.jpg,0.7247272729873657
20251020_215615.jpg,20251020_215631.jpg,0.6241028308868408
20251020_215619.jpg,20251020_215624.jpg,0.5372354984283447
20251020_215619.jpg,20251020_215631.jpg,0.48045551776885986
20251020_215624.jpg,20251020_215631.jpg,0.7052724361419678
