img1,img2,cos
20251020_215553.jpg,20251020_215558.jpg,0.9656557440757751
20251020_215553.jpg,20251020_215602.jpg,0.9502730965614319
20251020_215553.jpg,20251020_215605.jpg,0.9761955738067627
20251020_215553.jpg,20251020_215608.jpg,0.8866179585456848
20251020_215553.jpg,20251020_215612.jpg,0.9639118313789368
20251020_215553.jpg,20251020_215615.jpg,0.9616230726242065
20251020_215553.jpg,20251020_215619.jpg,0.9789053201675415
20251020_215553.jpg,20251020_215624.jpg,0.9847012758255005
20251020_215553.jpg,20251020_215631.jpg,0.9691349864006042
20251020_215558.jpg,20251020_215602.jpg,0.9415099620819092
20251020_215558.jpg,20251020_215605.jpg,0.9466047286987305
20251020_215558.jpg,20251020_215608.jpg,0.9124364256858826
20251020_215558.jpg,20251020_215612.jpg,0.9200196862220764
20251020_215558.jpg,20251020_215615.jpg,0.9391822218894958
20251020_215558.jpg,20251020_215619.jpg,0.9642706513404846
20251020_215558.jpg,20251020_215624.jpg,0.9769807457923889
20251020_215558.jpg,20251020_215631.jpg,0.9322350025177002
20251020_215602.jpg,20251020_215605.jpg,0.9718974828720093
20251020_215602.jpg,20251020_215608.jpg,0.8676888346672058
20251020_215602.jpg,20251020_215612.jpg,0.862535834312439
20251020_215602.jpg,20251020_215615.jpg,0.9905851483345032
20251020_215602.jpg,20251020_215619.jpg,0.9360747337341309
20251020_215602.jpg,20251020_215624.jpg,0.9645273685455322
20251020_215602.jpg,20251020_215631.jpg,0.9405342936515808
20251020_215605.jpg,20251020_215608.jpg,0.8676468133926392
20251020_215605.jpg,20251020_215612.jpg,0.9080262184143066
20251020_215605.jpg,20251020_215615.jpg,0.9788851737976074
20251020_215605.jpg,20251020_215619.jpg,0.9563887119293213
20251020_215605.jpg,20251020_215624.jpg,0.975990891456604
20251020_215605.jpg,20251020_215631.jpg,0.9779393076896667
20251020_215608.jpg,20251020_215612.jpg,0.8644624948501587
20251020_215608.jpg,20251020_215615.jpg,0.8538715839385986
20251020_215608.jpg,20251020_215619.jpg,0.9014183878898621
20251020_215608.jpg,20251020_215624.jpg,0.888790488243103
20251020_215608.jpg,20251020_215631.jpg,0.8694556951522827
20251020_215612.jpg,20251020_215615.jpg,0.8804622292518616
20251020_215612.jpg,20251020_215619.jpg,0.9594610929489136
20251020_215612.jpg,20251020_215624.jpg,0.9362136125564575
20251020_215612.jpg,20251020_215631.jpg,0.9212793111801147
20251020_215615.jpg,20251020_215619.jpg,0.9338150024414062
20251020_215615.jpg,20251020_215624.jpg,0.9637585878372192
20251020_215615.jpg,20251020_215631.jpg,0.9598512053489685
20251020_215619.jpg,20251020_215624.jpg,0.9807880520820618
20251020_215619.jpg,20251020_215631.jpg,0.9415741562843323
20251020_215624.jpg,20251020_215631.jpg,0.9572432041168213
